# CEN_CENELEC Adopted European Norm - Pass
# Auto-generated by classify_fixtures.rb

EN ISO 14090:2019
EN ISO 17292
EN ISO 17292:2004
EN ISO 13485:2016/Amd 1:2016
EN IEC 55014-2:2021
EN IEC 62115:2020
EN IEC 62368-1:2020
CR ISO 13434:1999
!HD IEC 60364-8-81 ED1!HD IEC 60364-8-81
CEN ISO/TS 21003-7:2008
CEN ISO/TS 21003-7:2019
CEN ISO/TS 21003-7
EN ISO 11140-3:2009
EN ISO 12100:2010
EN ISO 13408-2:2018
EN ISO 228-1:2003
EN ISO 3746:2010
