# IEC Vap Identifier - Pass
# Auto-generated by classify_fixtures.rb

IEC 60335-2-66:2002+AMD1:2008+AMD2:2011 CSV
IEC 60335-2-67:2002+AMD1:2005 CSV
IEC 60335-2-67:2012+AMD1:2016 CSV
IEC 60335-2-67:2021 RLV
IEC 60335-2-68:2002+AMD1:2005+AMD2:2007 CSV
IEC 60335-2-68:2012+AMD1:2016 CSV
IEC 60335-2-68:2021 RLV
IEC 60335-2-69:2002+AMD1:2004+AMD2:2007 CSV
IEC 60335-2-69:2016 RLV
IEC 60335-2-7:1993+AMD1:1998 CSV
IEC 60335-2-7:2002+AMD1:2004+AMD2:2006 CSV
IEC 60335-2-7:2008 RLV
IEC 60335-2-7:2008+AMD1:2011+AMD2:2016 CSV
IEC 60335-2-7:2019 RLV
IEC 60335-2-70:2002+AMD1:2007+AMD2:2013 CSV
IEC 60335-2-71:1993+AMD1:1996+AMD2:1999 CSV
IEC 60335-2-71:2002+AMD1:2007+AMD2:2012 CSV
IEC 60335-2-72:2021 RLV
IEC 60335-2-73:2002+AMD1:2006+AMD2:2009 CSV
IEC 60335-2-74:2002+AMD1:2006+AMD2:2009 CSV
IEC 60335-2-74:2021 RLV
IEC 60335-2-75:2002+AMD1:2004+AMD2:2008 CSV
IEC 60335-2-75:2012+AMD1:2015+AMD2:2018 CSV
IEC 60335-2-76:1997+AMD1:1999 CSV
IEC 60335-2-76:2002+AMD1:2006+AMD2:2013 CSV
IEC 60335-2-76:2018 RLV
IEC 60335-2-78:2002+AMD1:2008+AMD2:2019 CSV
IEC 60335-2-78:2021 RLV
IEC 60335-2-79:2002+AMD1:2004+AMD2:2007 CSV
IEC 60335-2-79:2021 RLV
IEC 60335-2-8:2002+AMD1:2005+AMD2:2008 CSV
IEC 60335-2-8:2012+AMD1:2015+AMD2:2018 CSV
IEC 60335-2-80:2002+AMD1:2004+AMD2:2008 CSV
IEC 60335-2-80:2015 RLV
IEC 60335-2-81:2002+AMD1:2007+AMD2:2011 CSV
IEC 60335-2-81:2015+AMD1:2017+AMD2:2020 CSV
IEC 60335-2-82:2002+AMD1:2008+AMD2:2015 CSV
IEC 60335-2-82:2017+AMD1:2020 CSV
IEC 60335-2-83:2001+AMD1:2008 CSV
IEC 60335-2-84:2002+AMD1:2008+AMD2:2013 CSV
IEC 60335-2-84:2019 RLV
IEC 60335-2-85:2002+AMD1:2008+AMD2:2017 CSV
IEC 60335-2-86:2002+AMD1:2005+AMD2:2012 CSV
IEC 60335-2-86:2018 RLV
IEC 60335-2-87:2002+AMD1:2007+AMD2:2012 CSV
IEC 60335-2-87:2016+AMD1:2018 CSV
IEC 60335-2-89:2002+AMD1:2005+AMD2:2007 CSV
IEC 60335-2-89:2010+AMD1:2012+AMD2:2015 CSV
IEC 60335-2-9:1993+AMD1:1998 CSV
IEC 60335-2-9:2002+AMD1:2004+AMD2:2006 CSV
IEC 60335-2-9:2008+AMD1:2012+AMD2:2016 CSV
IEC 60335-2-9:2019 RLV
IEC 60335-2-90:2002+AMD1:2003 CSV
IEC 60335-2-90:2006+AMD1:2010+AMD2:2014 CSV
IEC 60335-2-90:2015+AMD1:2019 CSV
IEC 60335-2-95:2002+AMD1:2004+AMD2:2008 CSV
IEC 60335-2-95:2011+AMD1:2015+AMD2:2017 CSV
IEC 60335-2-95:2019 RLV
IEC 60335-2-96:2002+AMD1:2003+AMD2:2008 CSV
IEC 60335-2-96:2019 RLV
IEC 60335-2-97:2002+AMD1:2004+AMD2:2008 CSV
IEC 60335-2-97:2016+AMD1:2019 CSV
IEC 60335-2-98:2002+AMD1:2004+AMD2:2008 CSV
IEC 60335-2-99:2003+AMD1:2017 CSV
IEC 60335-2-99:2021 RLV
IEC 60349-1:1999+AMD1:2002 CSV
IEC 60350-1:2016+AMD1:2021 CSV
IEC 60350-2:2017+AMD1:2021 CSV
IEC 60350:1999+AMD1:2005+AMD2:2008 CSV
IEC 60352-2:2006+AMD1:2013 CSV
IEC 60352-5:2001+AMD1:2003 CSV
IEC 60352-7:2020 RLV
IEC 60357:2001 CSV
IEC 60364-1:1972+AMD1:1976 CSV
IEC 60364-4-41:1992+AMD1:1996+AMD2:1999 CSV
IEC 60364-4-41:2005+AMD1:2017 CSV
IEC 60364-4-42:2010+AMD1:2014 CSV
IEC 60364-4-44:2001+AMD1:2003+AMD2:2006 CSV
IEC 60364-4-44:2007+AMD1:2015+AMD2:2018 CSV
IEC 60364-4-442:1993+AMD1:1995+AMD2:1999 CSV
IEC 60364-4-443:1995+AMD1:1998 CSV
IEC 60364-4-47:1981+AMD1:1993 CSV
IEC 60364-4-473:1977+AMD1:1998 CSV
IEC 60364-5-52:1993+AMD1:1997 CSV
IEC 60364-5-53:2001+AMD1:2002+AMD2:2015 CSV
IEC 60364-5-53:2019+AMD1:2020 CSV
IEC 60364-5-54:2011+AMD1:2021 CSV
IEC 60364-5-548:1996+AMD1:1998 CSV
IEC 60364-5-55:2001+AMD1:2001+AMD2:2008 CSV
IEC 60364-5-55:2011+AMD1:2012+AMD2:2016 CSV
IEC 60364-5-56:1980+AMD1:1998 CSV
IEC 60364-5-56:2018 RLV
IEC 60364-5-57:2022 PRV
IEC 60364-7-704:1989+AMD1:1999 CSV
IEC 60364-7-706:2005+AMD1:2019 CSV
IEC 60364-7-709:2007+AMD1:2012 CSV
IEC 60364-7-711:2018 RLV
IEC 60364-7-712:2017 RLV
IEC 60364-7-722:2018 RLV
IEC 60364-8-82:2022 PRV
IEC 60368-1:2000+AMD1:2004 CSV
IEC 60371-2:1987+AMD1:1994 CSV
IEC 60384-1-1:2022 PRV
IEC 60384-1:2016 RLV
IEC 60384-14:2013+AMD1:2016 CSV
IEC 60384-17:2019 RLV
IEC 60384-19:2022 PRV
IEC 60384-21:2019 RLV
IEC 60384-22:2019 RLV
IEC 60384-24:2021 RLV
IEC 60384-25:2021 RLV
IEC 60384-26:2018 RLV
IEC 60399:1972+AMD1:1997+AMD2:1999 CSV
IEC 60399:2004+AMD1:2008 CSV
IEC 60400:1999+AMD1:2002+AMD2:2004 CSV
IEC 60400:2008+AMD1:2011+AMD2:2014 CSV
IEC 60400:2017+AMD1:2020+AMD2:2022 CSV
IEC 60401-1:2020 RLV
IEC 60404-1:2016 RLV
IEC 60404-10:2016 RLV
IEC 60404-11:1991+AMD1:1998+AMD2:2012 CSV
IEC 60404-15:2012+AMD1:2016 CSV
IEC 60404-2:1996+AMD1:2008 CSV
IEC 60404-3:1992+AMD1:2002+AMD2:2009 CSV
IEC 60404-4:1995+AMD1:2000+AMD2:2008 CSV
IEC 60404-5:2015 RLV
IEC 60404-6:2018+AMD1:2021 CSV
IEC 60404-8-1:2001+AMD1:2004 CSV
IEC 60404-8-6:1999+AMD1:2007 CSV
IEC 60404-8-7:2017 RLV
IEC 60404-8-7:2020 RLV
IEC 60431:1983+AMD1:1995 CSV
IEC 60432-1:1999+AMD1:2005+AMD2:2011 CSV
IEC 60432-2:1999+AMD1:2005+AMD2:2012 CSV
IEC 60432-3:2002+AMD1:2005+AMD2:2008 CSV
IEC 60433:2021 RLV
IEC 60436:2004+AMD1:2009+AMD2:2012 CSV
IEC 60436:2015+AMD1:2020 CSV
IEC 60439-1:1999+AMD1:2004 CSV
IEC 60439-2:2000+AMD1:2005 CSV
IEC 60439-3:1990+AMD1:1993+AMD2:2001 CSV
IEC 60439-4:1990+AMD1:1995+AMD2:1999 CSV
IEC 60439-5:1996+AMD1:1998 CSV
IEC 60442:1998+AMD1:2003 CSV
IEC 60444-6:2021 RLV
IEC 60445:2017 RLV
IEC 60445:2021 RLV
IEC 60450:2004+AMD1:2007 CSV
IEC 60454-3-1:1998+AMD1:2001 CSV
IEC 60455-3-8:2021 RLV
IEC 60464-1:1998+AMD1:2006 CSV
IEC 60464-2:2001+AMD1:2006 CSV
IEC 60464-3-1:2001+AMD1:2006 CSV
IEC 60464-3-2:2001+AMD1:2006 CSV
IEC 60475:2022 CMV
IEC 60502-1:1997+AMD1:1998 CSV
IEC 60502-1:2004+AMD1:2009 CSV
IEC 60502-1:2021 RLV
IEC 60502-2:1997+AMD1:1998 CSV
IEC 60502-2:2014 RLV
IEC 60502:2022 SER
IEC 60512-1:2018 RLV
IEC 60512-23-3:2018 RLV
IEC 60512-26-100:2008+AMD1:2011 CSV
IEC 60512-28-100:2019 RLV
IEC 60512-9-5:2020 RLV
IEC 60512-99-002:2022 RLV
IEC 60517:1990+AMD1:1994 CSV
IEC 60519-1:2020 RLV
IEC 60519-4:1995+AMD1:2000 CSV
IEC 60523:1975+AMD1:1979 CSV
IEC 60524:1975+AMD1:1981 CSV
IEC 60529:1976+AMD1:1978 CSV
IEC 60529:1989+AMD1:1999+AMD2:2013 CSV
IEC 60533:2015 RLV
IEC 60534-4:2021 RLV
IEC 60539-2:2003+AMD1:2010 CSV
IEC 60539-2:2019 RLV
IEC 60556:2006+AMD1:2016 CSV
IEC 60564:1977+AMD1:1981 CSV
IEC 60570-2-1:1994+AMD1:1996 CSV
IEC 60570:1995+AMD1:1998 CSV
IEC 60570:2003+AMD1:2017+AMD2:2019 CSV
IEC 60571:1998+AMD1:2006 CSV
IEC 60580:2019 RLV
IEC 60584-2:1982+AMD1:1989 CSV
IEC 60598-1:1996+AMD1:1998 CSV
IEC 60598-1:2003+AMD1:2006 CSV
IEC 60598-1:2014+AMD1:2017 CSV
IEC 60598-1:2020 RLV
IEC 60598-2-13:2006+AMD1:2011+AMD2:2016 CSV
IEC 60598-2-17:1984+AMD1:1987+AMD2:1990 CSV
IEC 60598-2-2:1996+AMD1:1997 CSV
IEC 60598-2-20:1996+AMD1:1998+AMD2:2002 CSV
IEC 60598-2-20:2022 RLV
IEC 60598-2-22:1997+AMD1:2002+AMD2:2008 CSV
IEC 60598-2-22:2014+AMD1:2017 CSV
IEC 60598-2-22:2021 RLV
IEC 60598-2-23:1996+AMD1:2000 CSV
IEC 60598-2-3:1993+AMD1:1997+AMD2:2000 CSV
IEC 60598-2-3:2002+AMD1:2011 CSV
IEC 60598-2-4:2017 RLV
IEC 60598-2-8:1996+AMD1:2000+AMD2:2007 CSV
IEC 60599:1999+AMD1:2007 CSV
IEC 60599:2022 CMV
IEC 60601-1-10:2007+AMD1:2013+AMD2:2020 CSV
IEC 60601-1-11:2015+AMD1:2020 CSV
IEC 60601-1-12:2014+AMD1:2020 CSV
IEC 60601-1-2:2001+AMD1:2004 CSV
IEC 60601-1-2:2014+AMD1:2020 CSV
IEC 60601-1-3:2008+AMD1:2013+AMD2:2021 CSV
IEC 60601-1-4:1996+AMD1:1999 CSV
IEC 60601-1-6:2010+AMD1:2013+AMD2:2020 CSV
IEC 60601-1-8:2006+AMD1:2012+AMD2:2020 CSV
IEC 60601-1-9:2007+AMD1:2013+AMD2:2020 CSV
IEC 60601-1:2005+AMD1:2012+AMD2:2020 CSV
IEC 60601-1:2022 SER
IEC 60601-2-1:2009+AMD1:2014 CSV
IEC 60601-2-10:2012+AMD1:2016 CSV
IEC 60601-2-13:2003+AMD1:2006 CSV
IEC 60601-2-16:2018 RLV
IEC 60601-2-19:2009+AMD1:2016 CSV
IEC 60601-2-19:2020 RLV
IEC 60601-2-2:2017 RLV
IEC 60601-2-20:1990+AMD1:1996 CSV
IEC 60601-2-20:2009+AMD1:2016 CSV
IEC 60601-2-20:2020 RLV
IEC 60601-2-21:2009+AMD1:2016 CSV
IEC 60601-2-21:2020 RLV
IEC 60601-2-22:2007+AMD1:2012 CSV
IEC 60601-2-22:2019 RLV
IEC 60601-2-28:2017 RLV
IEC 60601-2-3:2012+AMD1:2016 CSV
IEC 60601-2-31:2008+AMD1:2011 CSV
IEC 60601-2-31:2020 RLV
IEC 60601-2-33:2002+AMD1:2005+AMD2:2007 CSV
IEC 60601-2-33:2010+AMD1:2013+AMD2:2015 CSV
IEC 60601-2-37:2001+AMD1:2004 CSV
IEC 60601-2-37:2007+AMD1:2015 CSV
IEC 60601-2-39:2018 RLV
IEC 60601-2-4:2010+AMD1:2018 CSV
IEC 60601-2-41:2009+AMD1:2013 CSV
IEC 60601-2-43:2010+AMD1:2017+AMD2:2019 CSV
IEC 60601-2-44:2001+AMD1:2002 CSV
IEC 60601-2-44:2009+AMD1:2012+AMD2:2016 CSV
IEC 60601-2-45:2011+AMD1:2015 CSV
IEC 60601-2-46:2016 RLV
IEC 60601-2-50:2009+AMD1:2016 CSV
IEC 60601-2-50:2020 RLV
IEC 60601-2-52:2009+AMD1:2015 CSV
IEC 60601-2-54:2009+AMD1:2015+AMD2:2018 CSV
IEC 60601-2-6:2012+AMD1:2016 CSV
IEC 60601-2-63:2012+AMD1:2017+AMD2:2021 CSV
IEC 60601-2-65:2012+AMD1:2017+AMD2:2021 CSV
IEC 60601-2-66:2019 RLV
IEC 60601-2-8:1987+AMD1:1997 CSV
IEC 60601-2-8:2010+AMD1:2015 CSV
IEC 60603-1:1991+AMD1:1992 CSV
IEC 60603-7:2008+AMD1:2011+AMD2:2019 CSV
IEC 60603-7:2020 RLV
IEC 60618:1978+AMD1:1981 CSV
IEC 60623:1990+AMD1:1992+AMD2:1992 CSV
IEC 60623:2017 RLV
IEC 60626-3:1996+AMD1:1999 CSV
IEC 60626-3:2008+AMD1:2012 CSV
IEC 60630:2005 CSV
IEC 60633:1998+AMD1:2009+AMD2:2015 CSV
IEC 60633:2019 RLV
IEC 60641-1:1979+AMD1:1993 CSV
IEC 60641-2:1979+AMD1:1993 CSV
IEC 60644:2009+AMD1:2019 CSV
IEC 60645-1:2017 RLV
IEC 60645-6:2022 RLV
IEC 60651:1979+AMD1:1993+AMD2:2000 CSV
IEC 60652:2021 RLV
IEC 60654-2:1979+AMD1:1992 CSV
IEC 60661:1999+AMD1:2003+AMD2:2005 CSV
IEC 60662:1980+AMD1:1986 CSV
IEC 60664-1:1992+AMD1:2000+AMD2:2002 CSV
IEC 60664-3:2003+AMD1:2010 CSV
IEC 60664-3:2016 RLV
IEC 60664:2022 SER
IEC 60669-1:1998+AMD1:1999+AMD2:2006 CSV
IEC 60669-1:2017 RLV
IEC 60669-2-1:1996+AMD1:1997+AMD2:1999 CSV
IEC 60669-2-1:2002+AMD1:2008+AMD2:2015 CSV
IEC 60669-2-2:1996+AMD1:1997 CSV
IEC 60670-1:2002+AMD1:2011 CSV
IEC 60670-21:2004+AMD1:2016 CSV
IEC 60670-22:2003+AMD1:2015 CSV
IEC 60670-23:2006+AMD1:2016 CSV
IEC 60670:1989+AMD1:1994 CSV
IEC 60674-2:2016+AMD1:2019 CSV
IEC 60674-3-1:1998+AMD1:2011 CSV
IEC 60674-3-1:2021 RLV
IEC 60674-3-8:2011+AMD1:2016 CSV
IEC 60675:1994+AMD1:1998+AMD2:2018 CSV
IEC 60682:1980+AMD1:1987 CSV
IEC 60684-2:1997+AMD1:2003 CSV
IEC 60684-3-214:2019 RLV
IEC 60684-3-216:2001+AMD1:2005+AMD2:2013 CSV
IEC 60684-3-216:2019 RLV
IEC 60684-3-247:2011+AMD1:2016 CSV
IEC 60684-3-247:2019 RLV
IEC 60684-3-280:2010+AMD1:2013 CSV
IEC 60684-3-280:2019 RLV
IEC 60684-3-283:2010+AMD1:2013 CSV
IEC 60684-3-283:2019 RLV
IEC 60688:1992+AMD1:1997+AMD2:2001 CSV
IEC 60688:2021 RLV
IEC 60691:1993+AMD1:1995+AMD2:2000 CSV
IEC 60691:2002+AMD1:2006+AMD2:2010 CSV
IEC 60691:2015+AMD1:2019 CSV
IEC 60694:1996+AMD1:2000+AMD2:2001 CSV
IEC 60695-1-10:2016 RLV
IEC 60695-10-2:1995+AMD1:2001 CSV
IEC 60695-11-10:1999+AMD1:2003 CSV
IEC 60695-11-2:2017 RLV
IEC 60695-11-20:1999+AMD1:2003 CSV
IEC 60695-11-5:2016 RLV
IEC 60695-2-10:2021 RLV
IEC 60695-2-11:2014 RLV
IEC 60695-2-11:2021 RLV
IEC 60695-2-12:2010+AMD1:2014 CSV
IEC 60695-2-12:2021 RLV
IEC 60695-2-13:2010+AMD1:2014 CSV
IEC 60695-2-13:2021 RLV
IEC 60695-4:1993+AMD1:1995+AMD2:2001 CSV
IEC 60695-4:2021 RLV
IEC 60695-5-1:2021 RLV
IEC 60695-6-1:2005+AMD1:2010 CSV
IEC 60695-6-1:2021 RLV
IEC 60700-1:1998+AMD1:2003+AMD2:2008 CSV
IEC 60700-1:2015+AMD1:2021 CSV
IEC 60700-2:2016+AMD1:2021 CSV
IEC 60702-1:2002+AMD1:2015 CSV
IEC 60702-2:2002+AMD1:2015 CSV
IEC 60704-1:2021 RLV
IEC 60704-2-1:2020 RLV
IEC 60704-2-13:2000+AMD1:2005+AMD2:2008 CSV
IEC 60704-2-14:2013+AMD1:2019 CSV
IEC 60704-2-3:2001+AMD1:2005 CSV
IEC 60704-2-5:2005+AMD1:2014 CSV
IEC 60704-2-7:2020 RLV
IEC 60704-2-8:2020 RLV
IEC 60704-3:2019 RLV
IEC 60705:1988+AMD1:1993+AMD2:1993 CSV
IEC 60705:1999+AMD1:2004+AMD2:2006 CSV
IEC 60705:2010+AMD1:2014+AMD2:2018 CSV
IEC 60721-1:1990+AMD1:1992+AMD2:1995 CSV
IEC 60721-2-1:1982+AMD1:1987 CSV
IEC 60721-2-4:1987+AMD1:1988 CSV
IEC 60721-2-4:2018 RLV
IEC 60721-3-0:1984+AMD1:1987 CSV
IEC 60721-3-1:2018 RLV
IEC 60721-3-2:2018 RLV
IEC 60721-3-3:1994+AMD1:1995+AMD2:1996 CSV
IEC 60721-3-6:1987+AMD1:1991 CSV
IEC 60721-3-7:1995+AMD1:1996 CSV
IEC 60724:2000+AMD1:2008 CSV
IEC 60728-3:2017 RLV
IEC 60728-7-1:2003+AMD1:2015 CSV
IEC 60730-1:1999+AMD1:2003+AMD2:2007 CSV
IEC 60730-1:2013+AMD1:2015+AMD2:2020 CSV
IEC 60730-2-11:1993+AMD1:1994+AMD2:1997 CSV
IEC 60730-2-11:2019 RLV
IEC 60730-2-13:1995+AMD1:1997+AMD2:2000 CSV
IEC 60730-2-14:1995+AMD1:2001+AMD2:2007 CSV
IEC 60730-2-14:2017+AMD1:2019+AMD2:2021 CSV
IEC 60730-2-15:1994+AMD1:1997 CSV
IEC 60730-2-16:1995+AMD1:1997+AMD2:2001 CSV
IEC 60730-2-17:1997+AMD1:2000+AMD2:2007 CSV
IEC 60730-2-19:1997+AMD1:2000+AMD2:2007 CSV
IEC 60730-2-2:2001+AMD1:2005 CSV
IEC 60730-2-3:1990+AMD1:1995+AMD2:2001 CSV
IEC 60730-2-4:1990+AMD1:1994+AMD2:2001 CSV
IEC 60730-2-5:2000+AMD1:2004+AMD2:2008 CSV
IEC 60730-2-5:2013+AMD1:2017+AMD2:2021 CSV
IEC 60730-2-6:2015+AMD1:2019 CSV
IEC 60730-2-8:2000+AMD1:2002+AMD2:2015 CSV
IEC 60730-2-8:2018+AMD1:2021 CSV
IEC 60730-2-9:2000+AMD1:2002+AMD2:2004 CSV
IEC 60730-2-9:2008+AMD1:2011 CSV
IEC 60730-2-9:2015+AMD1:2018+AMD2:2020 CSV
IEC 60731:2011+AMD1:2016 CSV
IEC 60738-1:2006+AMD1:2009 CSV
IEC 60743:1983+AMD1:1995 CSV
IEC 60743:2001+AMD1:2008 CSV
IEC 60745-1:2001+AMD1:2002+AMD2:2003 CSV
IEC 60745-2-1:2003+AMD1:2008 CSV
IEC 60745-2-11:2003+AMD1:2008 CSV
IEC 60745-2-12:2003+AMD1:2008 CSV
IEC 60745-2-13:2006+AMD1:2009 CSV
IEC 60745-2-14:2003+AMD1:2006+AMD2:2010 CSV
IEC 60745-2-15:2006+AMD1:2009 CSV
IEC 60745-2-18:2003+AMD1:2008 CSV
IEC 60745-2-19:2005+AMD1:2010 CSV
IEC 60745-2-2:2003+AMD1:2008 CSV
IEC 60745-2-20:2003+AMD1:2008 CSV
IEC 60745-2-21:2002+AMD1:2008 CSV
IEC 60745-2-3:2006+AMD1:2010+AMD2:2012 CSV
IEC 60745-2-4:2002+AMD1:2008 CSV
IEC 60745-2-6:2003+AMD1:2006+AMD2:2008 CSV
IEC 60745-2-8:2003+AMD1:2008 CSV
IEC 60745-2-9:2003+AMD1:2008 CSV
IEC 60747-1:2006+AMD1:2010 CSV
IEC 60747-16-1:2001+AMD1:2007+AMD2:2017 CSV
IEC 60747-16-2:2001+AMD1:2007 CSV
IEC 60747-16-3:2002+AMD1:2009+AMD2:2017 CSV
IEC 60747-16-4:2004+AMD1:2009+AMD2:2017 CSV
IEC 60747-16-5:2013+AMD1:2020 CSV
IEC 60747-4:1991+AMD1:1993+AMD2:1999 CSV
IEC 60747-4:2007+AMD1:2017 CSV
IEC 60747-5-1:1997+AMD1:2001+AMD2:2002 CSV
IEC 60747-5-2:1997+AMD1:2002 CSV
IEC 60747-5-3:1997+AMD1:2002 CSV
IEC 60747-5-5:2007+AMD1:2013 CSV
IEC 60747-5-6:2021 RLV
IEC 60747-7:2010+AMD1:2019 CSV
IEC 60747-8:2010+AMD1:2021 CSV
IEC 60747-9:1998+AMD1:2001 CSV
IEC 60749-15:2020 RLV
IEC 60749-18:2019 RLV
IEC 60749-19:2003+AMD1:2010 CSV
IEC 60749-20-1:2019 RLV
IEC 60749-20:2020 RLV
IEC 60749-23:2004+AMD1:2011 CSV
IEC 60749-27:2006+AMD1:2012 CSV
IEC 60749-28:2022 RLV
IEC 60749-30:2005+AMD1:2011 CSV
IEC 60749-30:2020 RLV
IEC 60749-32:2002+AMD1:2010 CSV
IEC 60749-39:2021 RLV
IEC 60749:1996+AMD1:2000+AMD2:2001 CSV
IEC 60751:1983+AMD1:1986 CSV
IEC 60754-1:2011+AMD1:2019 CSV
IEC 60754-2:2011+AMD1:2019 CSV
IEC 60793-1-1:1995+AMD1:1998 CSV
IEC 60793-1-1:2017 RLV
IEC 60793-1-2:1995+AMD1:1996+AMD2:2000 CSV
IEC 60793-1-32:2018 RLV
IEC 60793-1-34:2021 RLV
IEC 60793-1-40:2019 RLV
IEC 60793-1-45:2017 RLV
IEC 60793-1-47:2017 RLV
IEC 60793-1-54:2018 RLV
IEC 60793-2-10:2019+AMD1:2022 CSV
IEC 60793-2-40:2021 RLV
IEC 60793-2-50:2018 RLV
IEC 60793-2:1998+AMD1:2001 CSV
IEC 60793-2:2019 RLV
IEC 60794-1-1:1999+AMD1:2000 CSV
IEC 60794-1-1:2015 RLV
IEC 60794-1-2:2021 RLV
IEC 60794-1-21:2015+AMD1:2020 CSV
IEC 60794-1-22:2017 RLV
IEC 60794-1-23:2019 RLV
IEC 60794-1-31:2021 RLV
IEC 60794-2-11:2019+AMD1:2020 CSV
IEC 60794-2-21:2019+AMD1:2020 CSV
IEC 60794-2-30:2019 RLV
IEC 60794-2-31:2019+AMD1:2020 CSV
IEC 60794-2:1989+AMD1:1998 CSV
IEC 60794-3-12:2021 RLV
IEC 60794-3-70:2021 RLV
IEC 60794-3:2022 RLV
IEC 60794-4-20:2018 RLV
IEC 60794-4:2018 RLV
IEC 60799:2018 RLV
IEC 60800:2021 RLV
IEC 60804:1985+AMD1:1989 CSV
IEC 60809:1995+AMD1:1996+AMD2:2002 CSV
IEC 60809:2014+AMD1:2017+AMD2:2017+AMD3:2019 CSV
IEC 60810:1993+AMD1:1994+AMD2:2001 CSV
IEC 60810:2003+AMD1:2008+AMD2:2013 CSV
IEC 60810:2014+AMD1:2017 CSV
IEC 60810:2017+AMD1:2019+AMD2:2022 CSV
IEC 60811-1-1:1993+AMD1:2001 CSV
IEC 60811-1-2:1985+AMD1:1989 CSV
IEC 60811-1-3:1993+AMD1:2001 CSV
IEC 60811-1-4:1985+AMD1:1993 CSV
IEC 60811-2-1:1998+AMD1:2001 CSV
IEC 60811-201:2012+AMD1:2017 CSV
IEC 60811-202:2012+AMD1:2017 CSV
IEC 60811-3-2:1985+AMD1:1993 CSV
IEC 60811-4-1:1985+AMD1:1988+AMD2:1993 CSV
IEC 60811-401:2012+AMD1:2017 CSV
IEC 60811-410:2012+AMD1:2017 CSV
IEC 60811-5-1:1990+AMD1:2003 CSV
IEC 60811-501:2012+AMD1:2018 CSV
IEC 60811-508:2012+AMD1:2017 CSV
IEC 60811-509:2012+AMD1:2017 CSV
IEC 60811-511:2012+AMD1:2017 CSV
IEC 60825-1:1993+AMD1:1997+AMD2:2001 CSV
IEC 60825-12:2019 RLV
IEC 60825-2:2004+AMD1:2006+AMD2:2010 CSV
IEC 60825-4:1997+AMD1:2002+AMD2:2003 CSV
IEC 60825-4:2006+AMD1:2008+AMD2:2011 CSV
IEC 60825-4:2022 PRV
IEC 60825:2022 SER
IEC 60826:2017 RLV
IEC 60831-1:1996+AMD1:2002 CSV
IEC 60831-1:2014 RLV
IEC 60835-2-4:1993+AMD1:1997 CSV
IEC 60838-1:2004+AMD1:2008+AMD2:2011 CSV
IEC 60838-1:2016+AMD1:2017+AMD2:2020 CSV
IEC 60838-2-2:2006+AMD1:2012 CSV
IEC 60840:2011 RLV
IEC 60840:2020 RLV
IEC 60851-2:1996+AMD1:1997 CSV
IEC 60851-2:2009+AMD1:2015+AMD2:2019 CSV
IEC 60851-3:1996+AMD1:1997 CSV
IEC 60851-3:2009+AMD1:2013+AMD2:2019 CSV
IEC 60851-4:1996+AMD1:1997+AMD2:2005 CSV
IEC 60851-5:1996+AMD1:1997+AMD2:2004 CSV
IEC 60851-5:2008+AMD1:2011+AMD2:2019 CSV
IEC 60869-1:2018 RLV
IEC 60870-5-101:2003+AMD1:2015 CSV
IEC 60870-5-104:2006+AMD1:2016 CSV
IEC 60870-5:2022 SER
IEC 60870-6-802:2002+AMD1:2005 CSV
IEC 60884-1:2002+AMD1:2006+AMD2:2013 CSV
IEC 60884-1:2022 PRV
IEC 60884-2-7:2011+AMD1:2013 CSV
IEC 60885-3:2015 RLV
IEC 60893-3-2:1993+AMD1:1998 CSV
IEC 60893-3-2:2003+AMD1:2011 CSV
IEC 60893-3-3:2003+AMD1:2011 CSV
IEC 60893-3-4:2003+AMD1:2012 CSV
IEC 60893-3-5:2003+AMD1:2009 CSV
IEC 60893-3-6:2003+AMD1:2009+AMD2:2017 CSV
IEC 60893-3-7:2003+AMD1:2009 CSV
IEC 60896-1:1987+AMD1:1988 CSV
IEC 60898-1:2002+AMD1:2002+AMD2:2003 CSV
IEC 60898-1:2015+AMD1:2019 CSV
IEC 60898-2:2000+AMD1:2003 CSV
IEC 60898-3:2019+AMD1:2022 CSV
IEC 60900:2018 RLV
IEC 60901:1996+AMD1:1997+AMD2:2000 CSV
IEC 60904-2:2015 RLV
IEC 60904-3:2016 RLV
IEC 60904-3:2019 RLV
IEC 60904-4:2019 RLV
IEC 60904-7:2019 RLV
IEC 60904:2022 SER
IEC 60909-3:2009 RLV
IEC 60917-1:1998+AMD1:2000 CSV
IEC 60917-1:2019 RLV
IEC 60921:2004+AMD1:2006 CSV
IEC 60923:1995+AMD1:2001 CSV
IEC 60923:2005+AMD1:2006 CSV
IEC 60925:1989+AMD1:1996+AMD2:2001 CSV
IEC 60926:1995+AMD1:1999 CSV
IEC 60927:1996+AMD1:1999+AMD2:2004 CSV
IEC 60927:2007+AMD1:2013 CSV
IEC 60928:1995+AMD1:1999 CSV
IEC 60929:2011+AMD1:2015 CSV
IEC 60934:1993+AMD1:1994+AMD2:1997 CSV
IEC 60934:2000+AMD1:2007+AMD2:2013 CSV
IEC 60934:2019 RLV
IEC 60936-1:1999+AMD1:2002 CSV
IEC 60938-1:1999+AMD1:2006 CSV
IEC 60938-2:1999+AMD1:2006 CSV
IEC 60942:2017 RLV
IEC 60947-1:1996+AMD1:1997+AMD2:1998 CSV
IEC 60947-1:1999+AMD1:2000+AMD2:2001 CSV
IEC 60947-1:2007+AMD1:2010+AMD2:2014 CSV
